cast,director,genre,opening_date,opening_year,title
"Kangana Ranaut, Rajkummar Rao, Lisa Haydon",Vikas Bahl,"romance,drama",2014-03-07,2014,Queen
"Ali Zafar, Yami Gautam, Sara Khan, Anupam Kher, Kiron Kher",E Niwas,"drama,comedy",2014-03-07,2014,Total Siyapaa
"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor",Nupur Asthana,romance,2014-03-14,2014,Bewakoofiyaan
"Arbaaz Ali Khan, Roushika Reikhi, Shakti Kapoor, Gavie Chahal, Rufy Khan, Hritu Dudani, Kirti Vaidhya, Prince Sodhi, Sunny Singh",Shyam Ramsay,horror,2014-03-14,2014,Neighbours
"Danish Pandor, Raaj Singh Arora, Leslie Tripathy, Sonal Giani, Meer Ali, Abhey Attri",Tarun Madan Chopra,thriller,2014-03-14,2014,W
"Sanjay Mishra, Rajat Kapoor, Samit Das, Brijendra Kala",Rajat Kapoor,comedy,2014-03-21,2014,Ankhon Dekhi
"Parambrata Chatterjee, Sharman Joshi, Mahie Gill, Anupam Kher, Meera Chopra, Saurabh Shukla, Chunky Pandey",Satish Kaushik,horror comedy,2014-03-21,2014,Gang of Ghosts
"Monali Thakur, Satish Kaushik, Shefali Shetty, Ram Kapoor",Nagesh Kukunoor,drama,2014-03-21,2014,Lakshmi
"Sunny Leone, Parvin Dabas, Divya Dutta",Bhushan Patel,"horror,adult",2014-03-21,2014,Ragini MMS 2
"Sunny Deol, Harman Baweja, Ayesha Khanna, Prashant Narayanan",Sanamjit Talwar,action,2014-03-28,2014,Dishkiyaoon
"Pulkit Samrat, Sarah-Jane Dias, Bilal Amrohi, Anupam Kher, Mandira Bedi, Vijay Raaz, Manoj Pahwa",Umesh Bist,comedy,2014-03-28,2014,O Teri
"Sameer Kevin Roy, Kanika Batra, Vibhinta Verma, Siddhanth Sundar",Saad Khan,thriller,2014-03-28,2014,Station
"Jackky Bhagnani, Neha Sharma, Farooq Shaikh, Boman Irani",Syed Ahmad Afzal,drama,2014-03-28,2014,Youngistaan
"Omkar Das Manikpuri, Rajeev Verma, Dev Gohar, Satyendra Khare, Nazea Sayed, Neelam Singh",Varun Middha,"sci-fi,comedy",2014-04-04,2014,Ebn-E-Batuta
"Adhyayan Suman, Rohit Bakshi, Ragini Nandwani, Ashwini Kalsekar, Rati Agnihotri",Milind Ukey,thriller,2013-01-04,2013,Dehraadun Diary
Gurdeep Singh Mehndi,Comedy,[6],2013-01-04,2013,Meri Shadi Karao
"Imran Khan, Anushka Sharma, Pankaj Kapur",Vishal Bhardwaj,comedy,2013-01-11,2013,Matru Ki Bijlee Ka Mandola
"Mohd Nazim, Aanamika Bawa, Rohit Rajawat, Aayushi Sharma",Rajesh Kumar,thriller,2013-01-11,2013,Pyaar Mein Aisa Hota Hai
"Sarita Joshi, Purab Kohli, Mita Vasisht",Priya Krishnaswamy,drama,2013-01-11,2013,Gangoobai
"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljit Singh",Sudhir Mishra,"romance,crime",2013-01-18,2013,Inkaar
"Sachiin Joshi, Gihana Khan, Prakash Raj",Ankush Bhatt,action,2013-01-18,2013,Mumbai Mirror
"Aditya Om, Manisha Kelkar, Arshad Khan",Aditya Om,crime,2013-01-18,2013,Bandook
"Saif Ali Khan, Jacqueline Fernandez, John Abraham, Deepika Padukone, Anil Kapoor, Ameesha Patel",Abbas–Mustan,"action,thriller",2013-01-25,2013,Race 2
"Kartik Tiwari, Nushrat Bharucha",Luv Ranjan,romance,2013-01-25,2013,Akaash Vani
"Hrithik Roshan, Juhi Chawla, Rajneesh Duggal, Misti Mukherjee, Katrina Kaif",Animation/Musical,[15],2013-01-25,2013,Main Krishna Hoon
"Govinda, Priyanka Chopra",K.C. Bokadia,"romantic thriller,comedy film",2013-02-01,2013,Deewana Main Deewana
"Vikram, Lara Dutta, Vinay Virmani, Neil Nitin Mukesh, Tabu",Bejoy Nambiar,crime,2013-02-01,2013,David
"Kamal Haasan, Pooja Kumar, Shekhar Kapur, Andrea Jeremiah, Rahul Bose",Kamal Haasan,action,2013-02-01,2013,Vishwaroopam
"Asha Bhosle, Ram Kapoor, Padmini Kolhapure",Mahesh Kodiyal,"drama,family",2013-02-01,2013,Mai...
"Farooq Sheikh, Deepti Naval, Swara Bhaskar",Avinash Kumar Singh,drama,2013-02-01,2013,Listen... Amaya
"Akshay Kumar, Kajal Aggarwal, Manoj Bajpayee, Anupam Kher, Jimmy Sheirgill[20]",Neeraj Pandey,"drama,heist",2013-02-08,2013,Special 26
"Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb, Punit Pathak, Dharmesh Yelande, Salman Yusuff Khan",Remo D'Souza,"drama,dance",2013-02-08,2013,ABCD: Any Body Can Dance
"Shadaab Khan, Anurita Jha[21]",Alok Shrivastava,thriller,2013-02-08,2013,The Unsound
"Vivek Oberoi, Neha Sharma[22]",Vinnil Markan,"comedy,romance",2013-02-15,2013,Jayantabhai Ki Luv Story
"Randeep Hooda, Aditi Rao Hydari, Sara Loren",Vishesh Bhatt,thriller,2013-02-15,2013,Murder 3
"Sushant Singh Rajput, Rajkumar Rao, Amit Sadh, Amrita Puri",Abhishek Kapoor,drama,2013-02-22,2013,Kai Po Che!
"Arshad Warsi, Vivek Oberoi, Sanjay Dutt, Minissha Lamba, Ravi Kishan, Paresh Rawal",Anand Kumar,action,2013-02-22,2013,Zila Ghaziabad
"John Abraham, Prachi Desai, Chitrangda Singh",Kapil Sharma,"romance,comedy",2013-03-01,2013,"I, Me Aur Main"
"Akash Singh, Shilpa Anand, Tripta Parashar",Arup Dutta,"romance,thriller",2013-03-01,2013,Bloody Isshq
Nana Patekar,Ram Gopal Varma,"action,thriller,docudrama",2013-03-01,2013,The Attacks of 26/11
"Jimmy Sheirgill, Mahie Gill, Irrfan Khan, Soha Ali Khan",Tigmanshu Dhulia,"drama,thriller",2013-03-08,2013,"Saheb, Biwi Aur Gangster Returns"
"Sanjay Mishra, Ranjan Chhabra, Disha Pandey, Vishwa Mohan Badola, Pramod Pathak, Zakir Hussain",Anshul Sharma,"satire,comedy",2013-03-08,2013,Saare Jahaan Se Mehnga
"Neil Nitin Mukesh, Sonal Chauhan","Shantanu, Sheershak Anand","romance,thriller",2013-03-15,2013,3G - A Killer Connection
,"Arjun Mathur, Gabriela Bertante, Arjun Mathur, Sahil Anand, Erica Fernandes, Reyhna Malhotra, Amol Parashar Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Nidhi Subbaiah",nan,2013-03-15,2013,Job Dill Hai Mera Story Hai
"Saqib Saleem, Ram Kapoor, Rhea Chakraborty, Prabal Panjabi",Ashima Chibber,comedy,2013-03-15,2013,Mere Dad Ki Maruti
Comedy/Satire,"Arshad Warsi, Amrita Rao, Boman Irani, Saurabh Shukla",[33],2013-03-01,2013,Subhash Kapoor
"Jackky Bhagnani, Priya Anand, Rajpal Yadav, Evelyn Sharma",Priyadarshan,action,2013-03-21,2013,Rangrezz
"Vaibhav, Manju","Shinjan Neogi, Abhishek Panchal",adventure,2013-03-22,2013,The Adventures of Sinbad
"Ali Zafar, Siddharth, Taapsee Pannu, Divyendu Sharma[37]",David Dhawan,"comedy,romance",2013-04-05,2013,Chashme Baddoor
"Naseeruddin Shah, Atul Kulkarni, Kay Kay Menon, Ravi Kishan[4]",Hriday Shetty,"comedy,crime",2012-01-13,2012,Chaalis Chauraasi
"Shiney Ahuja, Sayali Bhagat, Deepraj Rana, Julia Bliss[5]",Puja Jatinder Bedi,"adult,horror",2012-01-13,2012,Ghost
"Karanvir Sharma, Shaurya Chauhan, Bhaumik Sampat, Kahkkashan Aryan, Rohin Robert, Rohit Arora[6]",Muazzam Beg,comedy,2012-01-13,2012,Sadda Adda
"Hrithik Roshan, Sanjay Dutt, Rishi Kapoor, Priyanka Chopra, Om Puri, Zarina Wahab[7]",Karan Malhotra,"action,drama",2012-01-26,2012,Agneepath
"Akshaye Khanna, Shriya Saran, Mugdha Godse, Satish Kaushik, Vijay Raaz[8]",Rumi Jaffrey,drama,2012-02-03,2012,Gali Gali Chor Hai
"Anant Mahadevan, Saurabh Shukla, Chandan Roy Sanyal[9]",Anant Mahadevan,social,2012-02-03,2012,Staying Alive
"Yuki Ellias, Chandan Roy Sanyal, Sheeba Chaddha, Suhasini Mulay[10]",Rafeeg Ellias,comedy,2012-02-03,2012,Love You To Death
"Kareena Kapoor, Imran Khan, Ratna Pathak Shah, Boman Irani, Ram Kapoor[11]",Shakun Batra,"romance,comedy",2012-02-10,2012,Ek Main Aur Ekk Tu
"Payal Rohatgi, Sangram Singh, Rahul Minz, Neha Thakur[12]",Krishan Kumar,"adult,romance,thriller",2012-02-10,2012,Valentine's Night
"Prateik Babbar, Amy Jackson, Manu Rishi, Ramesh Sippy, Sachin Khedekar[13]",Gautham Vasudev Menon,romance,2012-02-17,2012,Ekk Deewana Tha
"Maanvi Gagroo, Akhlaque Khan, Yaman Chatwal, Varun Thakur, Chirag Jain, Sonam Mukherjee[14]",Allyson Patel Yash Dave,"adult,horror",2012-02-17,2012,?: A Question Mark
"Jackie Shroff, Archana Joglekar, Anjali Malhotra, Shweta Tiwari, Raghubir Yadav, Chetan Pandit, Ashok Samarth, Akhilendra Mishra",Dilip Shankar,drama,2012-02-17,2012,Married 2 America
"R. Madhavan, Bipasha Basu, Milind Soman, Dipannita Sharma, Omi Vaidya, Mrinalini Sharma[15]",Ashwini Chaudhary,romance,2012-02-24,2012,Jodi Breakers
"Riteish Deshmukh, Genelia D'Souza, Om Puri, Tinnu Anand[16]",Mandeep Kumar,"romance,comedy",2012-02-24,2012,Tere Naal Love Ho Gaya
"Ali Zafar, Aditi Rao Hydari[17]",Anu Menon,romance,2012-03-02,2012,"London, Paris, New York"
"Irrfan Khan, Mahie Gill, Vipin Sharma, Nawazuddin Siddiqui[18]",Tigmanshu Dhulia,crime,2012-03-02,2012,Paan Singh Tomar
"Shreyas Talpade, Rajeev Khandelwal, Tripta Parashar, Mugdha Godse, Celina Jaitly, Muzammil Ibrahim[19]",Aditya Dutt,romance,2012-03-02,2012,Will You Marry Me?
"Vidya Balan, Parambrata Chatterjee, Nawazuddin Siddiqui, Indraneil Sengupta, Saswata Chatterjee[20]",Sujoy Ghosh,"drama,thriller",2012-03-09,2012,Kahaani
"Kulraj Randhawa, Tusshar Kapoor, Anupam Kher, Om Puri, Anita Raj[20]",Samir Karnik,comedy,2012-03-09,2012,Chaar Din Ki Chandni
"Asad Mirza, Nazia Hussain, Aditya Raj Kapoor[21]",Mahrukh Mirza Beg,romance,2012-03-16,2012,Say Yes to Love
Dweep Raj Kochhar[22],Dweep Raj Kochhar,romance,2012-03-16,2012,Akkad Bakkkad Bam Be Bo
"Mithun Chakraborthy, Ranjeeta Kaur, Ashish Sharma[22]",Ashu Trikha,romance,2012-03-16,2012,Zindagi Tere Naam
"Saif Ali Khan, Kareena Kapoor, Ram Kapoor, Prem Chopra, Shahbaz Khan, Adil Hussain, Ravi Kishan[21]",Sriram Raghavan,"suspense,thriller",2012-03-23,2012,Agent Vinod
"Kunal Khemu, Amrita Puri, Manish Chaudhari, Teeshay Shah, Puja Gupta[23]",Vishal Mahadkar,thriller,2012-03-30,2012,Blood Money
"Sharat Saxena, Sanjay Mishra[21]",Jagdish Rajpurohit,comedy,2012-03-30,2012,Bumboo
"Akshay Kumar, Asin, John Abraham, Jacqueline Fernandez, Riteish Deshmukh, Zareen Khan, Shreyas Talpade, Shazahn Padamsee, Chunky Pandey, Mithun Chakraborty, Rishi Kapoor, Randhir Kapoor, Boman Irani, Johnny Lever, Neelu Kohli, Suparna Marwah, Malaika Arora[24]",Sajid Khan,action comedy,2012-04-05,2012,Housefull 2
"Siddharth Chandekar, Mrunmayi Deshpande",Milind Ukey,comedy,2008-01-04,2008,Humne Jeena Seekh Liya
"Avinash Dhyani,Sanskriti Bhatt,Shagufta Ali",Avinash Dhyani,,2021-10-01,2021,Sumeru
"Taapsee Pannu,Priyanshu Painyuli,Abhishek Banerjee,Shweta Tripathi,Supriya Pathak",Akarsh Khurana,,2021-10-15,2021,Rashmi Rocket
"Vidyut Jammwal,Rukmini Maitra,Neha Dhupia,Chandan Roy Sanyal,Chandan Roy,Amole Gupte",Kanishk Varma,,2021-10-15,2021,Sanak
"Vicky Kaushal,Banita Sandhu",Shoojit Sircar,,2021-10-16,2021,Sardar Udham
"Pratik Gandhi,Aindrita Ray",Hardik Gajjar,,2021-10-22,2021,Bhavai
"Sharman Joshi,Pooja Chopra,Tejashri Pradhan",Agnidev Chatterjee,,2021-10-22,2021,Babloo Bachelor
"Neha Sharma,Deepak Dobriyal,Namit Das,Ila Arun,Amit Sial",Indrajit Nattoji,,2021-10-29,2021,Aafat-E-Ishq
"Adhyayan Suman,Angel,Gulki Joshi",Amit Kasaria,,2021-10-29,2021,Bekhudi
"Emraan Hashmi,Nikita Dutta,Manav Kaul",Jay K,,2021-10-29,2021,Dybbuk
"Rajkummar Rao,Kriti Sanon,Paresh Rawal,Ratna Pathak Shah",Abhishek Jain,,2021-10-29,2021,Hum Do Hamare Do
"Abhimanyu Dassani,Sanya Malhotra",Vivek Soni,,2021-11-05,2021,Meenakshi Sundareshwar
"Akshay Kumar,Katrina Kaif,Ajay Devgn,Ranveer Singh,Jaaved Jaaferi,Jackie Shroff,Gulshan Grover",Rohit Shetty,,2021-11-05,2021,Sooryavanshi
"Rinzing Denzongpa,Malvika Raaj,Pooja Batra,Mohan Kapoor,Amit Gaur",Nilesh Sahay,,2021-11-12,2021,Squad
"Saif Ali Khan,Rani Mukerji,Siddhant Chaturvedi,Sharvari Wagh",Varun V. Sharma,,2021-11-19,2021,Bunty Aur Babli 2
"Kartik Aaryan ,Mrunal Thakur,Amruta Subhash,Vikas Kumar,Vishwajeet Pradhan",Ram Madhvani,,2021-11-19,2021,Dhamaka
"Amol Parashar,Smiriti Kalra,Swanand Kirkire,Gulshan Grover,Kavin Dave",Rishab Seth,,2021-11-19,2021,Cash
"Veeraj Rao,Manukriti Pahwa,Seema Pahwa,Manikk Chaudhary,Brijendra Kala,Atul Srivastava,Sapna Sand",Anuup Thapa,,2021-11-19,2021,Ye Mard Bechara
"John Abraham,Divya Khosla Kumar",Milap Zaveri,,2021-11-25,2021,Satyameva Jayate 2
"Salman Khan,Aayush Sharma,Mahima Makwana",Mahesh Manjrekar,,2021-11-26,2021,Antim: The Final Truth
Nushrratt Bharuccha,Vishal Furia,,2021-11-26,2021,Chhorii
"Ahan Shetty,Tara Sutaria",Milan Luthria,,2021-12-03,2021,Tadap
"Abhishek Bachchan,Chitrangada Singh",Diya Annapurna Ghosh,,2021-12-03,2021,Bob Biswas
"Ayushmann Khurrana,Vaani Kapoor",Abhishek Kapoor,,2021-12-10,2021,Chandigarh Kare Aashiqui
"Karan Deol,Abhay Deol,Mouni Roy,Anya Singh",Deven Munjal,,2021-12-10,2021,Velle
Tanishaa Mukerji,Eshwar Gunturu,,2021-12-10,2021,Code Name Abdul
"Vinay Pathak,Ranvir Shorey,Gul Panag,Rohan Mehra",Manish Gupta,,2021-12-17,2021,420 IPC
"Ranveer Singh,Deepika Padukone,Tahir Raj Bhasin,Jiiva,Saqib Saleem,Ammy Virk,Harrdy Sandhu",Kabir Khan,,2021-12-24,2021,83
"Dhanush,Sara Ali Khan,Akshay Kumar",Aanand L. Rai,,2021-12-24,2021,Atrangi Re
"Irrfan Khan,Ranvir Shorey,Deepal Shaw,Lucky Ali",Navneet Baj Saini,,2021-12-31,2021,Murder at Teesri Manzil 302
"Naveen Kasturia,Plabita Borthakur,Vijay Raaz,Sanjay Mishra,Dharmesh Vyas,Manoj Joshi",Dinesh S Yadav,,2021-12-31,2021,Waah Zindagi
"Ayushman Khurana, Tabu, Radhika Apte",Sriram Raghavan,,2018-10-05,2018,Andhadhun
"Rhea Chakraborty, Digangana Suryavanshi, Varun Mitra",Pushpdeep Bhardwaj,,2018-10-12,2018,Jalebi
"Kajol, Riddhi Sen, Neha Dhupia, Tota Roy Choudhury",Pradeep Sarkar,,2018-10-12,2018,Helicopter Eela
"Govinda, Varun Sharma",Abhishek Dogra,,2018-10-12,2018,FryDay
"Soham Shah,Harish Khanna, Anita Date",Rahi Anil Barve,,2018-10-12,2018,Tumbbad
"Arjun Kapoor, Parineeti Chopra, Aditya Seal, Alankrita Sahai, Anil Mange, Satish Kaushik",Vipul Shah,,2018-10-18,2018,Namaste England
"Ayushman Khurrana, Neena Gupta, Gajraj Rao, Surekha Sikri, Sanya Malhotra",Amit Ravindernath Sharma,,2018-10-18,2018,Badhaai Ho
"Saif Ali Khan, Radhika Apte, Chitrangada Singh, Denzil Smith, Rohan Mehra, Sonia Balani",Gauravv K. Chawla,,2018-10-26,2018,Baazaar
"Rajkummar Rao, Nargis Fakhri, Bo Derek, Candy Clark, Anneliese van der Pol, Suvinder Vicky",Namrata Singh Gujral,,2018-10-26,2018,5 Weddings
"Sharman Joshi, Aishwarya Devan, Govind Namdev, Manoj Joshi, Manoj Pahwa, Akhilendra Mishra",Dhiraj Kumar,,2018-10-26,2018,Kaashi in Search of Ganga
"Neil Nitin Mukesh, Tina Desai, Govind Namdev",Manish Vatsalya,,2018-10-26,2018,Dassehra
"Amitabh Bachchan, Aamir Khan, Fatima Sana Shaikh, Katrina Kaif, Mohammed Zeeshan Ayyub",Vijay Krishna Acharya,,2018-11-08,2018,Thugs of Hindostan
"Sunny Deol, Sakshi Tanwar, Ravi Kishan, Saurabh Shukla, Mukesh Tiwari, Rajendra Gupta, Mithilesh Chaturvedi",Chandraprakash Dwivedi,,2018-11-16,2018,Mohalla Assi
"Myra Vishwakarma, Prerna Sharma",Vinod Kapri,,2018-11-16,2018,Pihu
"Kunaal Roy Kapur, Karishma Sharma, Zeishan Quadri, Jaideep Ahlawat, Rajesh Sharma, Zakir Hussain",Vishal Mishra,,2018-11-16,2018,Hotel Milan
"Emraan Hashmi, Khalid Abdalla, Geetanjali Thapa, Supriya Pathak",Danis Tanović,,2018-11-21,2018,Tigers
"Sunny Deol, Preity Zinta, Ameesha Patel, Arshad Warsi, Shreyas Talpade, Evelyn Sharma",Neerraj Pathak,,2018-11-23,2018,Bhaiaji Superhit
"Rajnikanth, Amy Jackson, Akshay Kumar, Adil Hussain, Sudhanshu Pandey",S Shankar,,2018-11-29,2018,2.0
"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur",Leena Yadav,,2018-11-30,2018,Rajma Chawal
"Sushant Singh Rajput, Sara Ali Khan",Abhishek Kapoor,,2018-12-07,2018,Kedarnath
"Priyanka Bose, Vaibhav Raj Gupta, Ankit Raaj, Anangsha Biswas, Santosh Juvekar",Samit Kakkad,,2018-12-14,2018,Ascharyachakit!
"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Abhay Deol, Tigmanshu Dhulia",Aanand L. Rai,,2018-12-21,2018,Zero
"Ranveer Singh, Sara Ali Khan, Sonu Sood",Rohit Shetty,,2018-12-28,2018,Simmba
"Amitabh Bachchan,Neena Gupta,Rashmika Mandanna",Vikas Bahl,,2022-10-07,2022,Goodbye
"Kumud Mishra,Divya Dutta,Abhishek Banerjee",Vikrant Deshmukh,,2022-10-07,2022,Nazar Andaaz
"Ayushmann Khurrana,Rakul Preet Singh,Shefali Shah",Anubhuti Kashyap,,2022-10-14,2022,Doctor G
"Parineeti Chopra,Harrdy Sandhu,Sharad Kelkar",Ribhu Dasgupta,,2022-10-14,2022,Code Name: Tiranga
"Akshay Kumar,Jacqueline Fernandez,Nushrratt Bharuccha,Satya Dev",Abhishek Sharma,,2022-10-25,2022,Ram Setu
"Ajay Devgn,Sidharth Malhotra,Rakul Preet Singh",Indra Kumar,,2022-10-25,2022,Thank God
"Harshvardhan Rane,Sonia Rathee",Samar Iqbal,,2022-10-28,2022,Tara Vs Bilal
"Katrina Kaif,Ishaan Khatter,Siddhant Chaturvedi",Gurmmeet Singh,,2022-11-04,2022,Phone Bhoot
"Sonakshi Sinha,Huma Qureshi,Zaheer Iqbal,Mahat Raghavendra",Satramm Ramani,,2022-11-04,2022,Double XL
"Janhvi Kapoor,Manoj Pahwa,Sunny Kaushal",Mathukutty Xavier,,2022-11-04,2022,Mili
"Nana Patekar,Shriya Saran,Ali Fazal,Taapsee Pannu",Prakash Raj,,2022-11-04,2022,Tadka
"Aditya Seal,Nikita Dutta",Bosco Martis,,2022-11-11,2022,Rocket Gang
"Amitabh Bachchan,Anupam Kher,Boman Irani,Danny Denzongpa,Parineeti Chopra,Neena Gupta,Sarika",Sooraj Barjatya,,2022-11-11,2022,Uunchai
"Rajkummar Rao,Huma Qureshi,Radhika Apte,Sikandar Kher",Vasan Bala,,2022-11-11,2022,"Monica, O My Darling"
"Gajraj Rao,Divyenndu,Sunny Hinduja,Rajpal Yadav,Vibha Chibber",Mangesh Hadawale,,2022-11-11,2022,Thai Massage
"Ajay Devgn,Akshaye Khanna,Tabu,Shriya Saran",Abhishek Pathak,,2022-11-18,2022,Drishyam 2
"Riteish Deshmukh,Genelia Deshmukh,Mahesh Manjrekar",Shaad Ali,,2022-11-18,2022,Mister Mummy
"Varun Dhawan,Kriti Sanon",Amar Kaushik,,2022-11-25,2022,Bhediya
"Tripti Dimri,Swastika Mukherjee,Babil Khan",Anvita Dutt,,2022-12-01,2022,Qala
"Ayushmann Khurrana,Jaideep Ahlawat",Anirudh Iyer,,2022-12-02,2022,An Action Hero
"Kartik Aaryan,Alaya F",Shashanka Ghosh,,2022-12-02,2022,Freddy
"Shweta Basu Prasad,Aahana Kumra,Prateik Babbar,Sai Tamhankar,Prakash Belawadi",Madhur Bhandarkar,,2022-12-02,2022,India Lockdown
"Kajol,Vishal Jethwa",Revathi,,2022-12-09,2022,Salaam Venky
"Sanjay Mishra,Neena Gupta",Jaspal Singh Sandhu,,2022-12-09,2022,Vadh
"Tusshar Kapoor,Naseeruddin Shah,Rahul Dev,Seerat Kapoor,Anita Hassanandani",Dhruv Lather,,2022-12-09,2022,Maarrich
"Victor Banerjee,Subrat Dutta",Susant Mishra,,2022-12-09,2022,Josef – Born in Grace
"Taapsee Pannu,Gulshan Devaiah",Ajay Bahl,,2022-12-09,2022,Blurr
"Vicky Kaushal,Kiara Advani,Bhumi Pednekar",Shashank Khaitan,,2022-12-16,2022,Govinda Naam Mera
"Ruslaan Mumtaz,Arjumman Mughal",Pragati Agarwal,,2022-12-16,2022,Ajay Wardhan
"Arshi Khan,Pankaj Berry",Dushyant Pratap Singh,,2022-12-16,2022,Trahimam
"Ranveer Singh,Pooja Hegde,Jacqueline Fernandez,Varun Sharma",Rohit Shetty,,2022-12-23,2022,Cirkus
"Akhilendra Mishra,Ishtiyak Khan,Harshita Panwar",Abhay Pratap Singh,,2022-12-30,2022,Dedh Lakh Ka Dulha
"Ravi Kishan, Gurleen Chopra, Preeti Jhangiani",Murari Sinha,,2019-04-05,2019,Jai Chhathi Maa
"Manav Kaul,Nandita Das,Saurabh Shukla,Kishor Kadam",Soumitra Ranade,,2019-04-12,2019,Albert Pinto Ko Gussa Kyun Aata Hai?
"Mithun Chakraborty,Naseeruddin Shah,Shweta Basu Prasad,Pankaj Tripathi,Vinay Pathak,Mandira Bedi,Pallavi Joshi,Ankur Rathee,Prakash Belawadi",Vivek Agnihotri,,2019-04-12,2019,The Tashkent Files
"Raghubir Yadav, Ashok Samarth, Akhilendra Mishra",Tarun S. Bisht,,2019-04-12,2019,Blackboard vs Whiteboard
"Madhuri Dixit,Sonakshi Sinha,Alia Bhatt,Varun Dhawan,Aditya Roy Kapur,Sanjay Dutt",Abhishek Varman,,2019-04-17,2019,Kalank
"Manav Kaul,Divya Dutta,Neena Gupta",Sarthak Dasgupta,,2019-04-19,2019,Music Teacher
"Sunny Deol,Karan Kapadia,Ishita Dutta",Behzad Khambata,,2019-05-03,2019,Blank
"Aftab Shivdasani,Shreyas Talpade,Sonnalli Seygall,Ishita Dutta,Pavan Malhotra,Vijay Raaz,Jameel Khan,Manu Rishi",Ashwini Chaudhary,,2019-05-03,2019,Setters
"Soni Razdan,Aahana Kumra,Pankaj Tripathi",Sanjoy Nag,,2019-05-03,2019,Yours Truly
"Patralekha Paul,Divyendu Sharma",Ashwin Shetty,,2019-05-10,2019,Badnaam Gali
"Parigna Pandya Shah,Julie Tejwani,Pinky Rajput,Rajesh Kava",Rajiv Chilaka,,2019-05-10,2019,Chhota Bheem Kung Fu Dhamaka[a]
"Tiger Shroff,Tara Sutaria,Ananya Panday",Punit Malhotra,,2019-05-10,2019,Student of the Year 2
"Satish Kaushik,Rashmi Somvanshi",Rajesh Amarlal Babbar,,2019-05-17,2019,Chhoriyan Chhoron Se Kam Nahi Hoti
"Ajay Devgn,Tabu,Rakul Preet Singh,Javed Jaffrey,Jimmy Sheirgill",Akiv Ali,,2019-05-17,2019,De De Pyaar De
"Arjun Kapoor,Sudev Nair,Rajesh Sharma,Prashanth Alexander,Shantilal Mukherjee",Rajkumar Gupta,,2019-05-24,2019,India's Most Wanted
"Vivek Oberoi,Boman Irani,Manoj Joshi,Barkha Sengupta,Aanjjan Srivastav,Zarina Wahab,Suresh Oberoi",Omung Kumar,,2019-05-24,2019,PM Narendra Modi
"Gavie Chahal,Mohan Aghashe,Mohan Joshi",Lomharsh,,2019-05-24,2019,Yeh Hai India
"Abhay Deol,Mithila Palkar,Vijay Raaz",Sachin Yardi,,2019-05-19,2019,Chopsticks
"Salman Khan,Tabu,Katrina Kaif,Sunil Grover,Disha Patani,Aasif Sheikh",Ali Abbas Zafar,,2019-06-05,2019,Bharat
"Prabhu Deva,Tamannaah,Bhumika Chawla",Chakri Toleti,,2019-06-14,2019,Khamoshi
"Pankaj Tripathi,Anupriya Goenka,Evelyn Sharma,Rahul Bagga,Mouli Ganguly,Zakir Hussain,Rajesh Sharma",Annant Jaaitpaal,,2019-06-14,2019,Kissebaaz
"Khushboo Upadhyay,Rohit Kokate",Aadish Keluskar,,2019-06-21,2019,Jaoon Kahan Bata Ae Dil
"Shahid Kapoor,Kiara Advani,Soham Majumdar,Arjan Bajwa,Kamini Kaushal,Nikita Dutta,Amit Sharma,Kunal Thakur,Swati Seth,Anusha Sampath,Suresh Oberoi",Sandeep Vanga,,2019-06-21,2019,Kabir Singh
"Ayushmann Khurrana,Isha Talwar,Nassar,Manoj Pahwa,Sayani Gupta,Kumud Mishra,Mohammed Zeeshan Ayyub",Anubhav Sinha,,2019-06-28,2019,Article 15
"Meezaan Jaffery,Sharmin Segal",Mangesh Hadawale,,2019-07-05,2019,Malaal
"Radhika Apte,Rajesh Sharma,Sumeet Vyas,Angana Roy,Amrita Chattopadhyay,Indrasish Roy",Anushree Mehta,,2023-04-14,2023,Mrs. Undercover
"Seema Biswas,Ariana Sajnani,Hemant Deolekar,Jyoti Dubey,Shubhangini Srivas",Praveen Morchhale,,2023-04-14,2023,Sir Madam Sarpanch
"Akshay Singh,Sulagna Panigrahi,Khushboo Gupta,Vishwanath Chatterjee",Akshay Singh,,2023-04-14,2023,Pinky Beauty Parlour
"Salman Khan,Pooja Hegde,Venkatesh,Shehnaaz Gill,Jagapathi Babu",Farhad Samji,,2023-04-21,2023,Kisi Ka Bhai Kisi Ki Jaan
"Namashi Chakraborty,Amrin Qureshi,Saswata Chatterjee,Darshan Jariwala,Johnny Lever",Rajkumar Santoshi,,2023-04-28,2023,Bad Boy
"Alaya F,Priyanshu Painyuli,Aashim Gulati,Manu Rishi, Rajesh Sharma",Arif Khan,,2023-04-28,2023,U-Turn
"Deepti Naval,Jacqueline Fitschi-Cornaz,Banita Sandhu",Kamal Musale,,2023-05-05,2023,Mother Teresa & Me
"Nawazuddin Siddiqui,Bhumi Pednekar,Sumeet Vyas,Sharib Hashmi",Sudhir Mishra,,2023-05-05,2023,Afwaah
